2026-04-08 22:26:40,212 | INFO | Rewiring complete | nodes=42 | edges 81->89 (+8) | density 0.0941->0.1034 | avg_degree 3.86->4.24
2026-04-09 00:33:36,495 | INFO | Rewiring complete | nodes=34 | edges 80->88 (+8) | density 0.1426->0.1569 | avg_degree 4.71->5.18
2026-04-09 00:34:07,210 | INFO | Rewiring complete | nodes=82 | edges 171->188 (+17) | density 0.0515->0.0566 | avg_degree 4.17->4.59
2026-04-09 00:34:27,838 | INFO | Rewiring complete | nodes=32 | edges 78->85 (+7) | density 0.1573->0.1714 | avg_degree 4.88->5.31
2026-04-09 00:34:46,525 | INFO | Rewiring complete | nodes=37 | edges 86->94 (+8) | density 0.1291->0.1411 | avg_degree 4.65->5.08
2026-04-09 00:34:58,952 | INFO | Rewiring complete | nodes=8 | edges 13->18 (+5) | density 0.4643->0.6429 | avg_degree 3.25->4.50
2026-04-09 00:35:23,684 | INFO | Rewiring complete | nodes=69 | edges 138->151 (+13) | density 0.0588->0.0644 | avg_degree 4.00->4.38
2026-04-09 00:35:42,151 | INFO | Rewiring complete | nodes=21 | edges 42->47 (+5) | density 0.2000->0.2238 | avg_degree 4.00->4.48
2026-04-09 00:36:02,502 | INFO | Rewiring complete | nodes=32 | edges 64->70 (+6) | density 0.1290->0.1411 | avg_degree 4.00->4.38
2026-04-09 00:36:19,217 | INFO | Rewiring complete | nodes=34 | edges 58->63 (+5) | density 0.1034->0.1123 | avg_degree 3.41->3.71
2026-04-09 00:36:33,085 | INFO | Rewiring complete | nodes=25 | edges 59->64 (+5) | density 0.1967->0.2133 | avg_degree 4.72->5.12
2026-04-09 00:37:01,466 | INFO | Rewiring complete | nodes=72 | edges 160->176 (+16) | density 0.0626->0.0689 | avg_degree 4.44->4.89
2026-04-09 00:37:16,332 | INFO | Rewiring complete | nodes=23 | edges 45->50 (+5) | density 0.1779->0.1976 | avg_degree 3.91->4.35
2026-04-09 00:37:32,292 | INFO | Rewiring complete | nodes=25 | edges 43->48 (+5) | density 0.1433->0.1600 | avg_degree 3.44->3.84
2026-04-09 00:37:47,953 | INFO | Rewiring complete | nodes=23 | edges 43->48 (+5) | density 0.1700->0.1897 | avg_degree 3.74->4.17
2026-04-09 00:38:04,093 | INFO | Rewiring complete | nodes=23 | edges 47->52 (+5) | density 0.1858->0.2055 | avg_degree 4.09->4.52
2026-04-09 00:38:22,219 | INFO | Rewiring complete | nodes=27 | edges 61->67 (+6) | density 0.1738->0.1909 | avg_degree 4.52->4.96
2026-04-09 00:38:38,120 | INFO | Rewiring complete | nodes=36 | edges 65->71 (+6) | density 0.1032->0.1127 | avg_degree 3.61->3.94
2026-04-09 00:38:51,871 | INFO | Rewiring complete | nodes=26 | edges 54->59 (+5) | density 0.1662->0.1815 | avg_degree 4.15->4.54
2026-04-09 00:39:04,163 | INFO | Rewiring complete | nodes=21 | edges 39->44 (+5) | density 0.1857->0.2095 | avg_degree 3.71->4.19
2026-04-09 00:39:17,821 | INFO | Rewiring complete | nodes=20 | edges 36->41 (+5) | density 0.1895->0.2158 | avg_degree 3.60->4.10
2026-04-09 00:39:26,601 | INFO | Rewiring complete | nodes=7 | edges 13->18 (+5) | density 0.6190->0.8571 | avg_degree 3.71->5.14
2026-04-09 00:39:52,159 | INFO | Rewiring complete | nodes=64 | edges 123->135 (+12) | density 0.0610->0.0670 | avg_degree 3.84->4.22
2026-04-09 00:40:18,411 | INFO | Rewiring complete | nodes=74 | edges 153->168 (+15) | density 0.0566->0.0622 | avg_degree 4.14->4.54
2026-04-09 00:40:44,404 | INFO | Rewiring complete | nodes=73 | edges 142->156 (+14) | density 0.0540->0.0594 | avg_degree 3.89->4.27
2026-04-09 00:41:01,692 | INFO | Rewiring complete | nodes=33 | edges 57->62 (+5) | density 0.1080->0.1174 | avg_degree 3.45->3.76
2026-04-09 00:41:17,649 | INFO | Rewiring complete | nodes=34 | edges 65->71 (+6) | density 0.1159->0.1266 | avg_degree 3.82->4.18
2026-04-09 00:41:38,176 | INFO | Rewiring complete | nodes=30 | edges 52->57 (+5) | density 0.1195->0.1310 | avg_degree 3.47->3.80
2026-04-09 00:42:01,058 | INFO | Rewiring complete | nodes=43 | edges 89->97 (+8) | density 0.0986->0.1074 | avg_degree 4.14->4.51
2026-04-09 00:42:35,737 | INFO | Rewiring complete | nodes=123 | edges 214->235 (+21) | density 0.0285->0.0313 | avg_degree 3.48->3.82
2026-04-09 00:42:53,828 | INFO | Rewiring complete | nodes=42 | edges 84->92 (+8) | density 0.0976->0.1069 | avg_degree 4.00->4.38
2026-04-09 00:43:09,751 | INFO | Rewiring complete | nodes=16 | edges 26->31 (+5) | density 0.2167->0.2583 | avg_degree 3.25->3.88
2026-04-09 00:43:32,120 | INFO | Rewiring complete | nodes=37 | edges 67->73 (+6) | density 0.1006->0.1096 | avg_degree 3.62->3.95
2026-04-09 00:43:45,445 | INFO | Rewiring complete | nodes=10 | edges 18->23 (+5) | density 0.4000->0.5111 | avg_degree 3.60->4.60
2026-04-09 00:43:56,965 | INFO | Rewiring complete | nodes=7 | edges 13->18 (+5) | density 0.6190->0.8571 | avg_degree 3.71->5.14
2026-04-09 00:44:16,695 | INFO | Rewiring complete | nodes=36 | edges 72->79 (+7) | density 0.1143->0.1254 | avg_degree 4.00->4.39
2026-04-09 00:44:32,076 | INFO | Rewiring complete | nodes=32 | edges 52->57 (+5) | density 0.1048->0.1149 | avg_degree 3.25->3.56
2026-04-09 00:44:44,381 | INFO | Rewiring complete | nodes=7 | edges 15->20 (+5) | density 0.7143->0.9524 | avg_degree 4.29->5.71
2026-04-09 00:45:00,676 | INFO | Rewiring complete | nodes=24 | edges 42->47 (+5) | density 0.1522->0.1703 | avg_degree 3.50->3.92
2026-04-09 00:45:16,286 | INFO | Rewiring complete | nodes=23 | edges 39->44 (+5) | density 0.1542->0.1739 | avg_degree 3.39->3.83
2026-04-09 00:45:27,897 | INFO | Rewiring complete | nodes=20 | edges 39->44 (+5) | density 0.2053->0.2316 | avg_degree 3.90->4.40
2026-04-09 00:45:38,395 | INFO | Rewiring complete | nodes=9 | edges 17->22 (+5) | density 0.4722->0.6111 | avg_degree 3.78->4.89
2026-04-09 00:45:50,162 | INFO | Rewiring complete | nodes=11 | edges 20->25 (+5) | density 0.3636->0.4545 | avg_degree 3.64->4.55
2026-04-09 00:46:10,929 | INFO | Rewiring complete | nodes=43 | edges 86->94 (+8) | density 0.0952->0.1041 | avg_degree 4.00->4.37
2026-04-09 00:46:39,176 | INFO | Rewiring complete | nodes=40 | edges 71->78 (+7) | density 0.0910->0.1000 | avg_degree 3.55->3.90
2026-04-09 00:47:15,022 | INFO | Rewiring complete | nodes=88 | edges 186->204 (+18) | density 0.0486->0.0533 | avg_degree 4.23->4.64
2026-04-09 00:47:31,691 | INFO | Rewiring complete | nodes=20 | edges 42->47 (+5) | density 0.2211->0.2474 | avg_degree 4.20->4.70
2026-04-09 00:47:53,885 | INFO | Rewiring complete | nodes=84 | edges 118->129 (+11) | density 0.0338->0.0370 | avg_degree 2.81->3.07
2026-04-09 00:48:04,369 | INFO | Rewiring complete | nodes=27 | edges 45->50 (+5) | density 0.1282->0.1425 | avg_degree 3.33->3.70
2026-04-09 00:48:27,912 | INFO | Rewiring complete | nodes=59 | edges 100->110 (+10) | density 0.0584->0.0643 | avg_degree 3.39->3.73
2026-04-09 00:48:43,219 | INFO | Rewiring complete | nodes=15 | edges 27->32 (+5) | density 0.2571->0.3048 | avg_degree 3.60->4.27
2026-04-09 00:48:57,177 | INFO | Rewiring complete | nodes=18 | edges 30->35 (+5) | density 0.1961->0.2288 | avg_degree 3.33->3.89
2026-04-09 00:49:23,661 | INFO | Rewiring complete | nodes=64 | edges 107->117 (+10) | density 0.0531->0.0580 | avg_degree 3.34->3.66
2026-04-09 00:49:57,135 | INFO | Rewiring complete | nodes=94 | edges 202->222 (+20) | density 0.0462->0.0508 | avg_degree 4.30->4.72
2026-04-09 00:50:10,731 | INFO | Rewiring complete | nodes=39 | edges 69->75 (+6) | density 0.0931->0.1012 | avg_degree 3.54->3.85
2026-04-09 00:50:30,146 | INFO | Rewiring complete | nodes=38 | edges 66->72 (+6) | density 0.0939->0.1024 | avg_degree 3.47->3.79
2026-04-09 00:50:59,964 | INFO | Rewiring complete | nodes=93 | edges 174->191 (+17) | density 0.0407->0.0446 | avg_degree 3.74->4.11
2026-04-09 00:51:35,894 | INFO | Rewiring complete | nodes=94 | edges 194->213 (+19) | density 0.0444->0.0487 | avg_degree 4.13->4.53
2026-04-09 00:51:55,948 | INFO | Rewiring complete | nodes=38 | edges 64->70 (+6) | density 0.0910->0.0996 | avg_degree 3.37->3.68
2026-04-09 00:52:10,548 | INFO | Rewiring complete | nodes=21 | edges 38->43 (+5) | density 0.1810->0.2048 | avg_degree 3.62->4.10
2026-04-09 00:52:29,548 | INFO | Rewiring complete | nodes=47 | edges 91->100 (+9) | density 0.0842->0.0925 | avg_degree 3.87->4.26
2026-04-09 00:52:42,344 | INFO | Rewiring complete | nodes=26 | edges 45->50 (+5) | density 0.1385->0.1538 | avg_degree 3.46->3.85
2026-04-09 00:53:08,680 | INFO | Rewiring complete | nodes=96 | edges 183->201 (+18) | density 0.0401->0.0441 | avg_degree 3.81->4.19
2026-04-09 00:53:37,541 | INFO | Rewiring complete | nodes=85 | edges 180->198 (+18) | density 0.0504->0.0555 | avg_degree 4.24->4.66
2026-04-09 00:53:51,872 | INFO | Rewiring complete | nodes=14 | edges 26->31 (+5) | density 0.2857->0.3407 | avg_degree 3.71->4.43
2026-04-09 00:54:18,730 | INFO | Rewiring complete | nodes=48 | edges 93->102 (+9) | density 0.0824->0.0904 | avg_degree 3.88->4.25
2026-04-09 00:54:42,883 | INFO | Rewiring complete | nodes=46 | edges 91->100 (+9) | density 0.0879->0.0966 | avg_degree 3.96->4.35
2026-04-09 00:54:55,124 | INFO | Rewiring complete | nodes=12 | edges 20->25 (+5) | density 0.3030->0.3788 | avg_degree 3.33->4.17
2026-04-09 00:55:11,497 | INFO | Rewiring complete | nodes=19 | edges 34->39 (+5) | density 0.1988->0.2281 | avg_degree 3.58->4.11
2026-04-09 00:55:28,959 | INFO | Rewiring complete | nodes=23 | edges 38->43 (+5) | density 0.1502->0.1700 | avg_degree 3.30->3.74
2026-04-09 00:55:39,948 | INFO | Rewiring complete | nodes=10 | edges 17->22 (+5) | density 0.3778->0.4889 | avg_degree 3.40->4.40
2026-04-09 00:55:53,648 | INFO | Rewiring complete | nodes=35 | edges 64->70 (+6) | density 0.1076->0.1176 | avg_degree 3.66->4.00
2026-04-09 00:56:05,521 | INFO | Rewiring complete | nodes=22 | edges 39->44 (+5) | density 0.1688->0.1905 | avg_degree 3.55->4.00
2026-04-09 00:56:18,311 | INFO | Rewiring complete | nodes=23 | edges 38->43 (+5) | density 0.1502->0.1700 | avg_degree 3.30->3.74
2026-04-09 00:56:32,790 | INFO | Rewiring complete | nodes=11 | edges 19->24 (+5) | density 0.3455->0.4364 | avg_degree 3.45->4.36
2026-04-09 00:56:46,375 | INFO | Rewiring complete | nodes=4 | edges 6->6 (+0) | density 1.0000->1.0000 | avg_degree 3.00->3.00
2026-04-09 00:57:06,046 | INFO | Rewiring complete | nodes=31 | edges 63->69 (+6) | density 0.1355->0.1484 | avg_degree 4.06->4.45
2026-04-09 00:57:21,647 | INFO | Rewiring complete | nodes=29 | edges 55->60 (+5) | density 0.1355->0.1478 | avg_degree 3.79->4.14
2026-04-09 00:57:42,268 | INFO | Rewiring complete | nodes=30 | edges 58->63 (+5) | density 0.1333->0.1448 | avg_degree 3.87->4.20
2026-04-09 00:58:00,679 | INFO | Rewiring complete | nodes=30 | edges 58->63 (+5) | density 0.1333->0.1448 | avg_degree 3.87->4.20
2026-04-09 00:58:09,369 | INFO | Rewiring complete | nodes=15 | edges 26->31 (+5) | density 0.2476->0.2952 | avg_degree 3.47->4.13
2026-04-09 00:58:22,402 | INFO | Rewiring complete | nodes=31 | edges 56->61 (+5) | density 0.1204->0.1312 | avg_degree 3.61->3.94
2026-04-09 00:58:52,368 | INFO | Rewiring complete | nodes=82 | edges 181->199 (+18) | density 0.0545->0.0599 | avg_degree 4.41->4.85
2026-04-09 00:59:09,500 | INFO | Rewiring complete | nodes=29 | edges 50->55 (+5) | density 0.1232->0.1355 | avg_degree 3.45->3.79
2026-04-09 00:59:39,053 | INFO | Rewiring complete | nodes=84 | edges 177->194 (+17) | density 0.0508->0.0557 | avg_degree 4.21->4.62
2026-04-09 01:00:09,666 | INFO | Rewiring complete | nodes=85 | edges 158->173 (+15) | density 0.0443->0.0485 | avg_degree 3.72->4.07
2026-04-09 01:00:31,314 | INFO | Rewiring complete | nodes=40 | edges 76->83 (+7) | density 0.0974->0.1064 | avg_degree 3.80->4.15
2026-04-09 01:00:46,831 | INFO | Rewiring complete | nodes=21 | edges 45->50 (+5) | density 0.2143->0.2381 | avg_degree 4.29->4.76
2026-04-09 01:01:13,696 | INFO | Rewiring complete | nodes=75 | edges 148->162 (+14) | density 0.0533->0.0584 | avg_degree 3.95->4.32
2026-04-09 01:01:26,634 | INFO | Rewiring complete | nodes=24 | edges 50->55 (+5) | density 0.1812->0.1993 | avg_degree 4.17->4.58
2026-04-09 01:01:51,627 | INFO | Rewiring complete | nodes=71 | edges 123->135 (+12) | density 0.0495->0.0543 | avg_degree 3.46->3.80
2026-04-09 01:02:20,598 | INFO | Rewiring complete | nodes=80 | edges 142->156 (+14) | density 0.0449->0.0494 | avg_degree 3.55->3.90
2026-04-09 01:02:52,106 | INFO | Rewiring complete | nodes=70 | edges 124->136 (+12) | density 0.0513->0.0563 | avg_degree 3.54->3.89
2026-04-09 01:03:12,703 | INFO | Rewiring complete | nodes=39 | edges 79->86 (+7) | density 0.1066->0.1161 | avg_degree 4.05->4.41
2026-04-09 01:03:31,075 | INFO | Rewiring complete | nodes=35 | edges 70->77 (+7) | density 0.1176->0.1294 | avg_degree 4.00->4.40
2026-04-09 01:04:02,034 | INFO | Rewiring complete | nodes=86 | edges 170->187 (+17) | density 0.0465->0.0512 | avg_degree 3.95->4.35
2026-04-09 01:04:17,620 | INFO | Rewiring complete | nodes=37 | edges 66->72 (+6) | density 0.0991->0.1081 | avg_degree 3.57->3.89
2026-04-09 01:04:30,988 | INFO | Rewiring complete | nodes=12 | edges 23->28 (+5) | density 0.3485->0.4242 | avg_degree 3.83->4.67
2026-04-09 01:04:43,044 | INFO | Rewiring complete | nodes=20 | edges 35->40 (+5) | density 0.1842->0.2105 | avg_degree 3.50->4.00
2026-04-09 01:04:54,488 | INFO | Rewiring complete | nodes=23 | edges 42->47 (+5) | density 0.1660->0.1858 | avg_degree 3.65->4.09
2026-04-09 01:05:31,752 | INFO | Rewiring complete | nodes=180 | edges 299->328 (+29) | density 0.0186->0.0204 | avg_degree 3.32->3.64
2026-04-09 01:05:57,049 | INFO | Rewiring complete | nodes=59 | edges 120->132 (+12) | density 0.0701->0.0771 | avg_degree 4.07->4.47
2026-04-09 01:06:11,351 | INFO | Rewiring complete | nodes=22 | edges 42->47 (+5) | density 0.1818->0.2035 | avg_degree 3.82->4.27
2026-04-09 01:06:27,815 | INFO | Rewiring complete | nodes=19 | edges 39->44 (+5) | density 0.2281->0.2573 | avg_degree 4.11->4.63
2026-04-09 01:06:42,699 | INFO | Rewiring complete | nodes=34 | edges 58->63 (+5) | density 0.1034->0.1123 | avg_degree 3.41->3.71
2026-04-09 01:07:20,880 | INFO | Rewiring complete | nodes=116 | edges 234->257 (+23) | density 0.0351->0.0385 | avg_degree 4.03->4.43
2026-04-09 01:07:39,099 | INFO | Rewiring complete | nodes=44 | edges 86->94 (+8) | density 0.0909->0.0994 | avg_degree 3.91->4.27
2026-04-09 01:07:54,644 | INFO | Rewiring complete | nodes=16 | edges 32->37 (+5) | density 0.2667->0.3083 | avg_degree 4.00->4.62
2026-04-09 01:08:14,179 | INFO | Rewiring complete | nodes=38 | edges 79->86 (+7) | density 0.1124->0.1223 | avg_degree 4.16->4.53
2026-04-09 01:08:42,033 | INFO | Rewiring complete | nodes=55 | edges 104->114 (+10) | density 0.0700->0.0768 | avg_degree 3.78->4.15
2026-04-09 01:08:59,612 | INFO | Rewiring complete | nodes=27 | edges 57->62 (+5) | density 0.1624->0.1766 | avg_degree 4.22->4.59
2026-04-09 01:09:10,823 | INFO | Rewiring complete | nodes=17 | edges 34->39 (+5) | density 0.2500->0.2868 | avg_degree 4.00->4.59
2026-04-09 01:09:32,223 | INFO | Rewiring complete | nodes=59 | edges 104->114 (+10) | density 0.0608->0.0666 | avg_degree 3.53->3.86
2026-04-09 01:10:07,813 | INFO | Rewiring complete | nodes=148 | edges 283->311 (+28) | density 0.0260->0.0286 | avg_degree 3.82->4.20
2026-04-09 01:10:42,883 | INFO | Rewiring complete | nodes=84 | edges 162->178 (+16) | density 0.0465->0.0511 | avg_degree 3.86->4.24
2026-04-09 01:11:02,964 | INFO | Rewiring complete | nodes=41 | edges 72->79 (+7) | density 0.0878->0.0963 | avg_degree 3.51->3.85
2026-04-09 01:11:43,951 | INFO | Rewiring complete | nodes=157 | edges 283->311 (+28) | density 0.0231->0.0254 | avg_degree 3.61->3.96
2026-04-09 01:12:10,566 | INFO | Rewiring complete | nodes=50 | edges 103->113 (+10) | density 0.0841->0.0922 | avg_degree 4.12->4.52
2026-04-09 01:12:47,138 | INFO | Rewiring complete | nodes=151 | edges 223->245 (+22) | density 0.0197->0.0216 | avg_degree 2.95->3.25
2026-04-09 01:13:04,578 | INFO | Rewiring complete | nodes=30 | edges 51->56 (+5) | density 0.1172->0.1287 | avg_degree 3.40->3.73
2026-04-09 01:13:17,929 | INFO | Rewiring complete | nodes=21 | edges 43->48 (+5) | density 0.2048->0.2286 | avg_degree 4.10->4.57
2026-04-09 01:13:53,457 | INFO | Rewiring complete | nodes=126 | edges 288->316 (+28) | density 0.0366->0.0401 | avg_degree 4.57->5.02
2026-04-09 01:14:14,778 | INFO | Rewiring complete | nodes=27 | edges 51->56 (+5) | density 0.1453->0.1595 | avg_degree 3.78->4.15
2026-04-09 01:14:31,342 | INFO | Rewiring complete | nodes=27 | edges 51->56 (+5) | density 0.1453->0.1595 | avg_degree 3.78->4.15
2026-04-09 01:15:01,960 | INFO | Rewiring complete | nodes=98 | edges 178->195 (+17) | density 0.0375->0.0410 | avg_degree 3.63->3.98
2026-04-09 01:15:25,498 | INFO | Rewiring complete | nodes=43 | edges 75->82 (+7) | density 0.0831->0.0908 | avg_degree 3.49->3.81
2026-04-09 01:15:38,147 | INFO | Rewiring complete | nodes=23 | edges 42->47 (+5) | density 0.1660->0.1858 | avg_degree 3.65->4.09
2026-04-09 01:16:08,677 | INFO | Rewiring complete | nodes=80 | edges 155->170 (+15) | density 0.0491->0.0538 | avg_degree 3.88->4.25
2026-04-09 01:16:28,015 | INFO | Rewiring complete | nodes=30 | edges 50->55 (+5) | density 0.1149->0.1264 | avg_degree 3.33->3.67
2026-04-09 01:16:49,653 | INFO | Rewiring complete | nodes=52 | edges 86->94 (+8) | density 0.0649->0.0709 | avg_degree 3.31->3.62
2026-04-09 01:17:03,616 | INFO | Rewiring complete | nodes=9 | edges 16->21 (+5) | density 0.4444->0.5833 | avg_degree 3.56->4.67
2026-04-09 01:17:17,956 | INFO | Rewiring complete | nodes=22 | edges 39->44 (+5) | density 0.1688->0.1905 | avg_degree 3.55->4.00
2026-04-09 01:17:46,679 | INFO | Rewiring complete | nodes=56 | edges 142->156 (+14) | density 0.0922->0.1013 | avg_degree 5.07->5.57
2026-04-09 01:18:07,873 | INFO | Rewiring complete | nodes=32 | edges 59->64 (+5) | density 0.1190->0.1290 | avg_degree 3.69->4.00
2026-04-09 01:18:34,956 | INFO | Rewiring complete | nodes=66 | edges 123->135 (+12) | density 0.0573->0.0629 | avg_degree 3.73->4.09
2026-04-09 01:18:57,996 | INFO | Rewiring complete | nodes=54 | edges 99->108 (+9) | density 0.0692->0.0755 | avg_degree 3.67->4.00
2026-04-09 01:19:15,900 | INFO | Rewiring complete | nodes=23 | edges 44->49 (+5) | density 0.1739->0.1937 | avg_degree 3.83->4.26
2026-04-09 01:19:29,230 | INFO | Rewiring complete | nodes=16 | edges 28->33 (+5) | density 0.2333->0.2750 | avg_degree 3.50->4.12
2026-04-09 01:19:38,450 | INFO | Rewiring complete | nodes=6 | edges 11->15 (+4) | density 0.7333->1.0000 | avg_degree 3.67->5.00
2026-04-09 01:19:52,524 | INFO | Rewiring complete | nodes=27 | edges 49->54 (+5) | density 0.1396->0.1538 | avg_degree 3.63->4.00
2026-04-09 01:20:11,640 | INFO | Rewiring complete | nodes=36 | edges 61->67 (+6) | density 0.0968->0.1063 | avg_degree 3.39->3.72
2026-04-09 01:20:25,175 | INFO | Rewiring complete | nodes=8 | edges 14->19 (+5) | density 0.5000->0.6786 | avg_degree 3.50->4.75
2026-04-09 01:20:40,902 | INFO | Rewiring complete | nodes=30 | edges 53->58 (+5) | density 0.1218->0.1333 | avg_degree 3.53->3.87
2026-04-09 01:20:56,156 | INFO | Rewiring complete | nodes=42 | edges 76->83 (+7) | density 0.0883->0.0964 | avg_degree 3.62->3.95
2026-04-09 01:21:14,204 | INFO | Rewiring complete | nodes=38 | edges 68->74 (+6) | density 0.0967->0.1053 | avg_degree 3.58->3.89
2026-04-09 01:21:32,340 | INFO | Rewiring complete | nodes=36 | edges 62->68 (+6) | density 0.0984->0.1079 | avg_degree 3.44->3.78
2026-04-09 01:21:42,627 | INFO | Rewiring complete | nodes=16 | edges 29->34 (+5) | density 0.2417->0.2833 | avg_degree 3.62->4.25
2026-04-09 01:21:59,467 | INFO | Rewiring complete | nodes=42 | edges 92->101 (+9) | density 0.1069->0.1173 | avg_degree 4.38->4.81
2026-04-09 01:22:11,285 | INFO | Rewiring complete | nodes=21 | edges 36->41 (+5) | density 0.1714->0.1952 | avg_degree 3.43->3.90
2026-04-09 01:22:35,495 | INFO | Rewiring complete | nodes=40 | edges 75->82 (+7) | density 0.0962->0.1051 | avg_degree 3.75->4.10
2026-04-09 01:22:52,320 | INFO | Rewiring complete | nodes=19 | edges 33->38 (+5) | density 0.1930->0.2222 | avg_degree 3.47->4.00
2026-04-09 01:23:05,845 | INFO | Rewiring complete | nodes=20 | edges 38->43 (+5) | density 0.2000->0.2263 | avg_degree 3.80->4.30
2026-04-09 01:23:19,887 | INFO | Rewiring complete | nodes=22 | edges 42->47 (+5) | density 0.1818->0.2035 | avg_degree 3.82->4.27
2026-04-09 01:23:33,411 | INFO | Rewiring complete | nodes=16 | edges 28->33 (+5) | density 0.2333->0.2750 | avg_degree 3.50->4.12
2026-04-09 01:23:47,029 | INFO | Rewiring complete | nodes=14 | edges 24->29 (+5) | density 0.2637->0.3187 | avg_degree 3.43->4.14
2026-04-09 01:24:03,172 | INFO | Rewiring complete | nodes=41 | edges 86->94 (+8) | density 0.1049->0.1146 | avg_degree 4.20->4.59
2026-04-09 01:24:18,250 | INFO | Rewiring complete | nodes=31 | edges 54->59 (+5) | density 0.1161->0.1269 | avg_degree 3.48->3.81
2026-04-09 01:24:45,618 | INFO | Rewiring complete | nodes=58 | edges 104->114 (+10) | density 0.0629->0.0690 | avg_degree 3.59->3.93
2026-04-09 01:25:01,498 | INFO | Rewiring complete | nodes=24 | edges 45->50 (+5) | density 0.1630->0.1812 | avg_degree 3.75->4.17
2026-04-09 01:25:16,352 | INFO | Rewiring complete | nodes=24 | edges 44->49 (+5) | density 0.1594->0.1775 | avg_degree 3.67->4.08
2026-04-09 01:25:34,918 | INFO | Rewiring complete | nodes=18 | edges 31->36 (+5) | density 0.2026->0.2353 | avg_degree 3.44->4.00
2026-04-09 01:25:51,469 | INFO | Rewiring complete | nodes=24 | edges 41->46 (+5) | density 0.1486->0.1667 | avg_degree 3.42->3.83
2026-04-09 01:26:17,992 | INFO | Rewiring complete | nodes=103 | edges 183->201 (+18) | density 0.0348->0.0383 | avg_degree 3.55->3.90
2026-04-09 01:26:30,995 | INFO | Rewiring complete | nodes=20 | edges 36->41 (+5) | density 0.1895->0.2158 | avg_degree 3.60->4.10
2026-04-09 01:26:46,319 | INFO | Rewiring complete | nodes=17 | edges 28->33 (+5) | density 0.2059->0.2426 | avg_degree 3.29->3.88
2026-04-09 01:27:04,744 | INFO | Rewiring complete | nodes=18 | edges 33->38 (+5) | density 0.2157->0.2484 | avg_degree 3.67->4.22
2026-04-09 01:27:21,347 | INFO | Rewiring complete | nodes=32 | edges 63->69 (+6) | density 0.1270->0.1391 | avg_degree 3.94->4.31
2026-04-09 01:27:29,618 | INFO | Rewiring complete | nodes=6 | edges 11->15 (+4) | density 0.7333->1.0000 | avg_degree 3.67->5.00
2026-04-09 01:27:57,545 | INFO | Rewiring complete | nodes=58 | edges 119->130 (+11) | density 0.0720->0.0786 | avg_degree 4.10->4.48
2026-04-09 01:28:15,078 | INFO | Rewiring complete | nodes=28 | edges 60->66 (+6) | density 0.1587->0.1746 | avg_degree 4.29->4.71
2026-04-09 01:28:26,637 | INFO | Rewiring complete | nodes=14 | edges 24->29 (+5) | density 0.2637->0.3187 | avg_degree 3.43->4.14
2026-04-09 01:28:42,474 | INFO | Rewiring complete | nodes=39 | edges 71->78 (+7) | density 0.0958->0.1053 | avg_degree 3.64->4.00
2026-04-09 01:28:51,983 | INFO | Rewiring complete | nodes=10 | edges 20->25 (+5) | density 0.4444->0.5556 | avg_degree 4.00->5.00
2026-04-09 01:29:04,645 | INFO | Rewiring complete | nodes=22 | edges 40->45 (+5) | density 0.1732->0.1948 | avg_degree 3.64->4.09
2026-04-09 01:29:19,234 | INFO | Rewiring complete | nodes=26 | edges 45->50 (+5) | density 0.1385->0.1538 | avg_degree 3.46->3.85
2026-04-09 01:29:30,787 | INFO | Rewiring complete | nodes=11 | edges 21->26 (+5) | density 0.3818->0.4727 | avg_degree 3.82->4.73
2026-04-09 01:29:58,663 | INFO | Rewiring complete | nodes=66 | edges 125->137 (+12) | density 0.0583->0.0639 | avg_degree 3.79->4.15
2026-04-09 01:30:22,483 | INFO | Rewiring complete | nodes=48 | edges 97->106 (+9) | density 0.0860->0.0940 | avg_degree 4.04->4.42
2026-04-09 01:30:59,297 | INFO | Rewiring complete | nodes=144 | edges 219->240 (+21) | density 0.0213->0.0233 | avg_degree 3.04->3.33
2026-04-09 01:31:10,400 | INFO | Rewiring complete | nodes=24 | edges 44->49 (+5) | density 0.1594->0.1775 | avg_degree 3.67->4.08
2026-04-09 01:31:29,533 | INFO | Rewiring complete | nodes=41 | edges 88->96 (+8) | density 0.1073->0.1171 | avg_degree 4.29->4.68
2026-04-09 01:31:42,762 | INFO | Rewiring complete | nodes=23 | edges 38->43 (+5) | density 0.1502->0.1700 | avg_degree 3.30->3.74
2026-04-09 01:31:54,396 | INFO | Rewiring complete | nodes=19 | edges 38->43 (+5) | density 0.2222->0.2515 | avg_degree 4.00->4.53
2026-04-09 01:32:08,492 | INFO | Rewiring complete | nodes=16 | edges 28->33 (+5) | density 0.2333->0.2750 | avg_degree 3.50->4.12
2026-04-09 01:32:28,940 | INFO | Rewiring complete | nodes=34 | edges 62->68 (+6) | density 0.1105->0.1212 | avg_degree 3.65->4.00
2026-04-09 01:32:52,260 | INFO | Rewiring complete | nodes=30 | edges 52->57 (+5) | density 0.1195->0.1310 | avg_degree 3.47->3.80
2026-04-09 01:33:08,394 | INFO | Rewiring complete | nodes=24 | edges 42->47 (+5) | density 0.1522->0.1703 | avg_degree 3.50->3.92
2026-04-09 01:33:21,011 | INFO | Rewiring complete | nodes=20 | edges 34->39 (+5) | density 0.1789->0.2053 | avg_degree 3.40->3.90
2026-04-09 01:33:30,667 | INFO | Rewiring complete | nodes=17 | edges 34->39 (+5) | density 0.2500->0.2868 | avg_degree 4.00->4.59
